,Model,train_rmse,valid_rmse,24h_pred_rmse,train_time
0,DFS,0.05985611466567197,0.18440019540148955,0.04021187293489825,12.54
0,CBGRU,0.10815028318470235,0.20497954280020386,0.03554195311708977,19.21
