,Model,train_rmse,valid_rmse,train_time
0,LSTM_3,0.04488243758845713,0.04622255782833102,74256.9
0,GRU_3,0.048899362133333645,0.05111367273122161,56561.2
0,LSTM_4,0.04668163026700245,0.046135717490292306,95361.74
0,GRU_4,0.06899611194435856,0.07391485882151415,75818.71
0,LSTM_GRU_LSTM,0.04714024455328213,0.047185764368160514,69338.17
0,GRU_LSTM_GRU,0.04713376762315061,0.04844811672449769,61370.6
0,LSTM_LSTM_GRU_GRU,0.07239055499552755,0.07096225780203784,87760.97
0,GRU_GRU_LSTM_LSTM,0.05265288197685791,0.050635268634348876,88499.34
