,Model,train_rmse,valid_rmse,train_time
0,LSTM,0.01896539180795454,0.019389644525157464,62192.98
0,GRU,0.014707448761222944,0.01603062201665103,48153.53
0,LSTM_LSTM,0.01991471119830284,0.019178642587476133,178661.21
0,GRU_GRU,0.018540651323790767,0.01851265117733259,137008.96
0,LSTM_GRU,0.017272920012999855,0.016691626054624716,162945.36
0,GRU_LSTM,0.014311510596672773,0.01516627618181452,166603.12
