,Model,train_rmse,valid_rmse,test_rmse,train_time,epoch,batch,neuron
0,CBGRU,0.05657431529072584,0.06108702381934216,0.06044904311844372,8457.91,50,32,10
0,CBGRU,0.05649069904207692,0.05992647599293566,0.05948847162904234,14719.03,50,32,50
0,CBGRU,0.06376504691412621,0.06315677816961209,0.062381599112129746,52851.23,50,32,200
0,CBGRU,0.08289436461625449,0.08431095008355634,0.08379038429619272,4989.16,50,256,10
0,CBGRU,0.056733620006850026,0.06047361884483423,0.059901435157645205,8532.46,50,256,50
0,CBGRU,0.05788202843502559,0.06100232162804228,0.06069055293356757,30429.27,50,256,200
0,CBGRU,0.08285951917358729,0.0842388604242073,0.08403723684068894,5430.68,50,1024,10
0,CBGRU,0.056509489796208436,0.05865004337067857,0.05798932755638373,10032.75,50,1024,50
0,CBGRU,0.058429007100541046,0.06435789179729409,0.06351224233733874,42388.67,50,1024,200
