,Model,train_rmse,valid_rmse,24h_pred_rmse,train_time
0,DFS,0.03957396059113007,0.2019237390930771,0.05512338860391184,22.99
0,CBGRU,0.12195025916590373,0.20427534479193868,0.03347339045732254,41.35
